Ungültige Zweitstimmen Anzahl,Anteil ungültiger Erststimmen Prozent,Anteil ungültiger Zweitstimmen Prozent,Gültige Zweitstimmen Anzahl,Stichtag,Wähler Anzahl,Anteil gültiger Zweitstimmen Prozent,Wahlberechtigte Anzahl,Anteil gültiger Erststimmen Prozent,Wahlbeteiligung Prozent,Gültige Erststimmen Anzahl,Ungültige Erststimmen Anzahl
412485,"1,1","0,9",46442023,26.09.2021,46854508,"99,1",61181072,"98,9","76,6",46362013,492495
